ID,StartingAirport_IATA3,DestinationAirport_IATA3,Airline_IATA2,Distance,Equipment_aircraft1_EquipmentCode,Equipment_aircraft2_EquipmentCode,Equipment_aircraft3_EquipmentCode,Equipment_aircraft4_EquipmentCode,Equipment_aircraft5_EquipmentCode,Equipment_aircraft6_EquipmentCode,Equipment_aircraft7_EquipmentCode,Equipment_aircraft8_EquipmentCode,Equipment_aircraft9_EquipmentCode
LTNGROFR,LTN,GRO,FR,1134,738,,,,,,,,
LTNGVAU2,LTN,GVA,U2,784,319,320,,,,,,,
LTNHAMU2,LTN,HAM,U2,723,319,320,,,,,,,
LTNHERU2,LTN,HER,U2,2733,320,,,,,,,,
LTNIASRO,LTN,IAS,RO,2072,733,,,,,,,,
LTNIBZTO,LTN,IBZ,TO,1452,73H,,,,,,,,
LTNIBZU2,LTN,IBZ,U2,1452,320,319,,,,,,,
LTNIEVW6,LTN,IEV,W6,2140,320,,,,,,,,
LTNINVU2,LTN,INV,U2,673,319,,,,,,,,
LTNISTKK,LTN,IST,KK,2520,320,,,,,,,,
LTNKEFU2,LTN,KEF,U2,1862,319,,,,,,,,
LTNKIRFR,LTN,KIR,FR,627,738,,,,,,,,
LTNKSCW6,LTN,KSC,W6,1571,320,,,,,,,,
LTNKTWW6,LTN,KTW,W6,1361,320,,,,,,,,
LTNKUNFR,LTN,KUN,FR,1647,738,,,,,,,,
LTNLCATO,LTN,LCA,TO,3288,73H,,,,,,,,
LTNLCAZB,LTN,LCA,ZB,3288,320,,,,,,,,
LTNLISU2,LTN,LIS,U2,1606,319,320,,,,,,,
LTNLJUW6,LTN,LJU,W6,1247,320,,,,,,,,
LTNLPAFR,LTN,LPA,FR,2941,738,,,,,,,,
LTNLPATO,LTN,LPA,TO,2941,73H,,,,,,,,
LTNLUZW6,LTN,LUZ,W6,526,320,,,,,,,,
LTNMADU2,LTN,MAD,U2,1291,319,320,,,,,,,
LTNMAHZB,LTN,MAH,ZB,1381,321,,,,,,,,
LTNMJVFR,LTN,MJV,FR,1568,738,,,,,,,,
LTNMLAFR,LTN,MLA,FR,2133,738,,,,,,,,
LTNMPLU2,LTN,MPL,U2,978,319,,,,,,,,
LTNMXPU2,LTN,MXP,U2,961,320,319,,,,,,,
LTNNAPZB,LTN,NAP,ZB,1654,320,,,,,,,,
LTNNCEU2,LTN,NCE,U2,1074,319,320,,,,,,,
LTNNOCFR,LTN,NOC,FR,610,738,,,,,,,,
LTNOTPW6,LTN,OTP,W6,2106,320,,,,,,,,
LTNPFOTO,LTN,PFO,TO,3228,75W,,,,,,,,
LTNPFOU2,LTN,PFO,U2,3228,320,,,,,,,,
LTNPMITO,LTN,PMI,TO,1391,75W,73H,,,,,,,
LTNPMIU2,LTN,PMI,U2,1391,320,319,,,,,,,
LTNPMIZB,LTN,PMI,ZB,1391,321,320,,,,,,,
LTNPOZW6,LTN,POZ,W6,1172,320,,,,,,,,
LTNPRGW6,LTN,PRG,W6,1041,320,,,,,,,,
LTNPSAU2,LTN,PSA,U2,1212,320,319,,,,,,,
LTNRAKFR,LTN,RAK,FR,2339,738,,,,,,,,
LTNREUFR,LTN,REU,FR,1199,738,,,,,,,,
LTNREUTO,LTN,REU,TO,1199,73H,,,,,,,,
LTNRIXW6,LTN,RIX,W6,1662,320,,,,,,,,
LTNRZEFR,LTN,RZE,FR,1573,738,,,,,,,,
LTNSKPW6,LTN,SKP,W6,1989,320,,,,,,,,
LTNSOFW6,LTN,SOF,W6,2050,320,,,,,,,,
LTNSSHTO,LTN,SSH,TO,3916,73H,,,,,,,,
LTNSSHU2,LTN,SSH,U2,3916,320,,,,,,,,
LTNSSHZB,LTN,SSH,ZB,3916,321,,,,,,,,
LTNSXFU2,LTN,SXF,U2,948,320,319,,,,,,,
LTNTFSFR,LTN,TFS,FR,2973,738,,,,,,,,
LTNTFSTO,LTN,TFS,TO,2973,75W,73H,,,,,,,
LTNTFSZB,LTN,TFS,ZB,2973,321,320,,,,,,,
LTNTGMW6,LTN,TGM,W6,1888,320,,,,,,,,
LTNTLVLY,LTN,TLV,LY,3601,738,,,,,,,,
LTNTLVU2,LTN,TLV,U2,3601,320,,,,,,,,
LTNTSRW6,LTN,TSR,W6,1717,320,,,,,,,,
LTNVARW6,LTN,VAR,W6,2305,320,,,,,,,,
LTNVCEU2,LTN,VCE,U2,1169,319,,,,,,,,
LTNVNOW6,LTN,VNO,W6,1724,320,,,,,,,,
LTNWAWW6,LTN,WAW,W6,1455,320,,,,,,,,
LTNWROW6,LTN,WRO,W6,1195,320,,,,,,,,
LTNZRHU2,LTN,ZRH,U2,807,319,320,,,,,,,
LTXGYEEQ,LTX,GYE,EQ,198,E70,,,,,,,,
LTXOCCEQ,LTX,OCC,EQ,188,E70,,,,,,,,
LUDOMDSW,LUD,OMD,SW,242,ER3,,,,,,,,
LUGGVAF7,LUG,GVA,F7,217,S20,,,,,,,,
LUHDELAI,LUH,DEL,AI,278,ATR,,,,,,,,
LUMCANMU,LUM,CAN,MU,1505,737,,,,,,,,
LUMCTU3U,LUM,CTU,3U,870,319,,,,,,,,
LUMKMG3U,LUM,KMG,3U,451,319,,,,,,,,
LUMKMG8L,LUM,KMG,8L,451,737,,,,,,,,
LUMKMGMU,LUM,KMG,MU,451,733,737,,,,,,,
LUMPEK8L,LUM,PEK,8L,2424,737,,,,,,,,
LUNADDET,LUN,ADD,ET,2934,788,,,,,,,,
LUNAMSKL,LUN,AMS,KL,7860,330,,,,,,,,
LUNBLZET,LUN,BLZ,ET,700,DH8,,,,,,,,
LUNCIPP0,LUN,CIP,P0,487,CN2,,,,,,,,
LUNDXBEK,LUN,DXB,EK,5373,343,,,,,,,,
LUNGBEBP,LUN,GBE,BP,1059,AT5,,,,,,,,
LUNHREEK,LUN,HRE,EK,403,343,,,,,,,,
LUNHREET,LUN,HRE,ET,403,788,,,,,,,,
LUNHREKQ,LUN,HRE,KQ,403,E90,,,,,,,,
LUNHRESW,LUN,HRE,SW,403,ER3,,,,,,,,
LUNJNBSA,LUN,JNB,SA,1202,320,738,319,,,,,,
LUNKAAP0,LUN,KAA,P0,639,CN2,,,,,,,,
LUNLADDT,LUN,LAD,DT,1804,73G,,,,,,,,
LUNLLWET,LUN,LLW,ET,598,DH8,,,,,,,,
LUNLLWKQ,LUN,LLW,KQ,598,738,E90,763,,,,,,
LUNLLWP0,LUN,LLW,P0,598,J41,,,,,,,,
LUNLVIP0,LUN,LVI,P0,394,J41,732,,,,,,,
LUNMFUP0,LUN,MFU,P0,440,J41,,,,,,,,
LUNNBOCZ,LUN,NBO,CZ,1814,763,E90,E70,,,,,,
LUNNBOKQ,LUN,NBO,KQ,1814,763,E90,E70,,,,,,
LUNNLAP0,LUN,NLA,P0,260,J41,J32,732,,,,,,
LUNSLIP0,LUN,SLI,P0,16082,J32,J41,,,,,,,
LUNWDHKQ,LUN,WDH,KQ,1401,ER3,,,,,,,,
LUNWDHSW,LUN,WDH,SW,1401,ER3,,,,,,,,
LUOLADDT,LUO,LAD,DT,798,73G,,,,,,,,
LUROTZ8E,LUR,OTZ,8E,266,CNC,,,,,,,,
LUVAMQIL,LUV,AMQ,IL,558,AT4,,,,,,,,
LUWUPGJT,LUW,UPG,JT,572,ATR,,,,,,,,
LUWUPGSJ,LUW,UPG,SJ,572,735,,,,,,,,
LUXACELG,LUX,ACE,LG,2844,73W,73H,,,,,,,
LUXADBLG,LUX,ADB,LG,2086,73H,,,,,,,,
LUXAGALG,LUX,AGA,LG,2514,73W,73H,,,,,,,
LUXAGPLG,LUX,AGP,LG,1678,73W,ER4,,,,,,,
LUXAJALG,LUX,AJA,LG,879,73W,,,,,,,,
LUXARNLG,LUX,ARN,LG,1342,ER4,,,,,,,,
LUXAYTLG,LUX,AYT,LG,2425,73H,,,,,,,,
LUXBCNLG,LUX,BCN,LG,980,DH4,,,,,,,,
LUXBCNVY,LUX,BCN,VY,980,320,,,,,,,,
LUXBIALG,LUX,BIA,LG,826,73W,,,,,,,,
LUXBVCLG,LUX,BVC,LG,4551,73W,,,,,,,,
LUXCAGLG,LUX,CAG,LG,1175,DH4,,,,,,,,
LUXCDGLG,LUX,CDG,LG,273,ER4,DH4,,,,,,,
LUXCFULG,LUX,CFU,LG,1551,73H,,,,,,,,
LUXCLYLG,LUX,CLY,LG,814,DH4,,,,,,,,
LUXCPHLG,LUX,CPH,LG,795,ER4,DH4,,,,,,,
LUXCPHSK,LUX,CPH,SK,795,CR9,,,,,,,,
LUXCTALG,LUX,CTA,LG,1526,73H,,,,,,,,
LUXDBVLG,LUX,DBV,LG,1215,DH4,,,,,,,,
LUXDJELG,LUX,DJE,LG,1791,73H,73W,,,,,,,
LUXDUBLG,LUX,DUB,LG,959,DH4,,,,,,,,
LUXDUSHR,LUX,DUS,HR,189,CNJ,,,,,,,,
LUXFAOLG,LUX,FAO,LG,1805,73H,,,,,,,,
LUXFCOLG,LUX,FCO,LG,987,DH4,,,,,,,,
LUXFNCLG,LUX,FNC,LG,2671,73H,,,,,,,,
LUXFRALG,LUX,FRA,LG,176,ER4,DH4,,,,,,,
LUXFSCLG,LUX,FSC,LG,931,DH4,,,,,,,,
LUXFUELG,LUX,FUE,LG,2904,73H,,,,,,,,
LUXGVALG,LUX,GVA,LG,376,ER4,,,,,,,,
LUXHERLG,LUX,HER,LG,2211,73H,,,,,,,,
LUXIBZLG,LUX,IBZ,LG,1255,DH4,,,,,,,,
LUXISTTK,LUX,IST,TK,2002,73W,739,738,,,,,,
LUXKGSLG,LUX,KGS,LG,2201,73W,,,,,,,,
LUXLCYLG,LUX,LCY,LG,482,DH4,,,,,,,,
LUXLGWU2,LUX,LGW,U2,484,319,,,,,,,,
LUXLHRBA,LUX,LHR,BA,514,319,,,,,,,,
LUXLISLG,LUX,LIS,LG,1711,73W,73H,,,,,,,
LUXLISTP,LUX,LIS,TP,1711,319,320,100,,,,,,
LUXLISU2,LUX,LIS,U2,1711,319,,,,,,,,
LUXLPALG,LUX,LPA,LG,3030,73H,,,,,,,,
LUXMADLG,LUX,MAD,LG,1272,ER4,,,,,,,,
LUXMLALG,LUX,MLA,LG,1671,ER4,,,,,,,,
LUXMUCLG,LUX,MUC,LG,431,DH4,ER4,,,,,,,
LUXMXPLG,LUX,MXP,LG,483,DH4,ER4,,,,,,,
LUXMXPU2,LUX,MXP,U2,483,319,,,,,,,,
LUXNAPLG,LUX,NAP,LG,1158,DH4,,,,,,,,
LUXNCELG,LUX,NCE,LG,668,DH4,,,,,,,,
LUXOPOLG,LUX,OPO,LG,1484,73H,73W,,,,,,,
LUXPMILG,LUX,PMI,LG,1153,73H,73W,,,,,,,
LUXRAKLG,LUX,RAK,LG,2327,73H,,,,,,,,
LUXRHOLG,LUX,RHO,LG,2293,73H,73W,,,,,,,
LUXSCNLG,LUX,SCN,LG,80,DH4,,,,,,,,
LUXTFSLG,LUX,TFS,LG,3081,73H,73W,,,,,,,
LUXTXLLG,LUX,TXL,LG,592,DH4,ER4,,,,,,,
LUXVARLG,LUX,VAR,LG,1795,73H,,,,,,,,
LUXVIELG,LUX,VIE,LG,776,DH4,ER4,,,,,,,
LUXVIEOS,LUX,VIE,OS,776,DH4,,,,,,,,
LUXXRYLG,LUX,XRY,LG,1739,73H,,,,,,,,
LUXZRHLX,LUX,ZRH,LX,296,AR1,320,,,,,,,
LUZFCOV3,LUZ,FCO,V3,987,100,,,,,,,,
LUZGDNK2,LUZ,GDN,K2,990,DH4,,,,,,,,
LUZLTNW6,LUZ,LTN,W6,526,320,,,,,,,,
LUZMXPK2,LUZ,MXP,K2,483,DH4,,,,,,,,
LUZSTNFR,LUZ,STN,FR,489,738,,,,,,,,
LUZTRFW6,LUZ,TRF,W6,1095,320,,,,,,,,
LVIHREKQ,LVI,HRE,KQ,558,E90,,,,,,,,
LVIJNBSA,LVI,JNB,SA,958,319,320,,,,,,,
LVILUNP0,LVI,LUN,P0,394,J41,732,,,,,,,
LWBATL3M,LWB,ATL,3M,594,SF3,,,,,,,,
LWNDMEU6,LWN,DME,U6,1687,320,,,,,,,,
LWOBGYWU,LWO,BGY,WU,1158,320,,,,,,,,
LWODTMWU,LWO,DTM,WU,1165,320,,,,,,,,
LWOFCOWU,LWO,FCO,WU,1269,320,,,,,,,,
LWOGROWU,LWO,GRO,WU,1853,320,,,,,,,,
LWOISTTK,LWO,IST,TK,1053,738,739,,,,,,,
LWOKBPPS,LWO,KBP,PS,498,E90,735,736,,,,,,
LWOLCAPS,LWO,LCA,PS,1838,737,,,,,,,,
LWONAPWU,LWO,NAP,WU,1245,320,,,,,,,,
LWOSAWPC,LWO,SAW,PC,1075,738,,,,,,,,
LWOTLVWU,LWO,TLV,WU,2177,320,,,,,,,,
LWOTSFWU,LWO,TSF,WU,993,320,,,,,,,,
LWOVKOQU,LWO,VKO,QU,1100,735,,,,,,,,
LWOVLCWU,LWO,VLC,WU,2233,320,,,,,,,,
LWOWAWLO,LWO,WAW,LO,335,E95,E70,,,,,,,
LXABPXTV,LXA,BPX,TV,613,319,,,,,,,,
LXACKG3U,LXA,CKG,3U,1522,319,,,,,,,,
LXACKGCA,LXA,CKG,CA,1522,319,,,,,,,,
LXACKGCZ,LXA,CKG,CZ,1522,319,,,,,,,,
LXACKGMF,LXA,CKG,MF,1522,737,,,,,,,,
LXACKGPN,LXA,CKG,PN,1522,319,320,,,,,,,
LXACKGTV,LXA,CKG,TV,1522,319,,,,,,,,
LXACTU3U,LXA,CTU,3U,1263,330,319,,,,,,,
LXACTUCA,LXA,CTU,CA,1263,330,319,,,,,,,
LXACTUMU,LXA,CTU,MU,1263,319,,,,,,,,
LXACTUTV,LXA,CTU,TV,1263,319,,,,,,,,
LXACTUZH,LXA,CTU,ZH,1263,319,330,,,,,,,
LXADIGMU,LXA,DIG,MU,872,737,,,,,,,,
LXAGXH3U,LXA,GXH,3U,1263,319,,,,,,,,
LXAINCTV,LXA,INC,TV,1724,319,,,,,,,,
LXAKMGMU,LXA,KMG,MU,1276,737,,,,,,,,
LXAKTMCA,LXA,KTM,CA,571,319,330,,,,,,,
LXALHWTV,LXA,LHW,TV,1430,319,,,,,,,,
LXALZYTV,LXA,LZY,TV,332,319,,,,,,,,
LXAMIGTV,LXA,MIG,TV,1347,319,,,,,,,,
LXANGQTV,LXA,NGQ,TV,1083,319,,,,,,,,
LXAPEKCA,LXA,PEK,CA,2622,319,,,,,,,,
LXAXIY3U,LXA,XIY,3U,1776,319,,,,,,,,
LXAXIYCZ,LXA,XIY,CZ,1776,319,,,,,,,,
LXAXIYMU,LXA,XIY,MU,1776,319,,,,,,,,
LXAXNN3U,LXA,XNN,3U,1312,319,,,,,,,,
LXAXNNTV,LXA,XNN,TV,1312,319,,,,,,,,
LXGVTEQV,LXG,VTE,QV,353,AT7,,,,,,,,
LXRCAIM4,LXR,CAI,M4,511,DH4,,,,,,,,
LXRCAIMS,LXR,CAI,MS,511,738,E70,320,,,,,,
LXRCDGMS,LXR,CDG,MS,3676,320,,,,,,,,
LXRDOHQR,LXR,DOH,QR,761,320,,,,,,,,
LXRJEDMS,LXR,JED,MS,793,320,,,,,,,,
LXRJEDXY,LXR,JED,XY,793,320,,,,,,,,
LXRKWIJ9,LXR,KWI,J9,1556,320,,,,,,,,
LXRKWIMS,LXR,KWI,MS,1556,320,,,,,,,,
LXRLHRMS,LXR,LHR,MS,4005,738,,,,,,,,
LXRRUHXY,LXR,RUH,XY,1408,320,,,,,,,,
LXSATHA3,LXS,ATH,A3,247,DH4,,,,,,,,
LXSJIKGQ,LXS,JIK,GQ,266,J41,,,,,,,,
LXSMJTGQ,LXS,MJT,GQ,151,J41,,,,,,,,
LXSSKGGQ,LXS,SKG,GQ,204,J41,,,,,,,,
LYABHYGS,LYA,BHY,GS,1499,E90,,,,,,,,
LYACANCZ,LYA,CAN,CZ,1265,E90,,,,,,,,
LYACKG9C,LYA,CKG,9C,777,320,,,,,,,,
LYADLCMU,LYA,DLC,MU,939,733,,,,,,,,
LYAKHNCZ,LYA,KHN,CZ,733,319,,,,,,,,
LYAKMGMU,LYA,KMG,MU,1405,733,,,,,,,,
LYAPEKMU,LYA,PEK,MU,700,320,,,,,,,,
LYASHAMU,LYA,SHA,MU,923,321,,,,,,,,
LYASHE9C,LYA,SHE,9C,1235,320,,,,,,,,
LYBCYBKX,LYB,CYB,KX,23,DHT,,,,,,,,
LYBGCMKX,LYB,GCM,KX,138,DHT,,,,,,,,
LYCAJR2N,LYC,AJR,2N,119,ATP,,,,,,,,
LYCARN2N,LYC,ARN,2N,546,ATP,,,,,,,,
LYGCANCZ,LYG,CAN,CZ,1356,320,,,,,,,,
LYGCTUEU,LYG,CTU,EU,1466,319,,,,,,,,
LYGDLCG5,LYG,DLC,G5,543,CR9,,,,,,,,
LYGDLCMU,LYG,DLC,MU,543,EMB,,,,,,,,
LYGFOCG5,LYG,FOC,G5,963,CR9,,,,,,,,
LYGHGHMU,LYG,HGH,MU,505,EMB,,,,,,,,
LYGHKGMU,LYG,HKG,MU,1447,320,,,,,,,,
LYGHSNCZ,LYG,HSN,CZ,611,320,,,,,,,,
LYGNAYKN,LYG,NAY,KN,620,737,,,,,,,,
LYGPEKMU,LYG,PEK,MU,645,319,,,,,,,,
LYGSHAFM,LYG,SHA,FM,440,738,737,,,,,,,
LYGSHEEU,LYG,SHE,EU,883,319,,,,,,,,
LYGWUHMU,LYG,WUH,MU,607,EMB,,,,,,,,
LYGXUZCZ,LYG,XUZ,CZ,134,738,,,,,,,,
LYHCLTAA,LYH,CLT,AA,282,DH8,,,,,,,,
LYICANCA,LYI,CAN,CA,1387,320,,,,,,,,
LYICANZH,LYI,CAN,ZH,1387,320,,,,,,,,
LYICSXGS,LYI,CSX,GS,907,E90,,,,,,,,
LYIDLCGS,LYI,DLC,GS,517,E90,,,,,,,,
LYIHGHMU,LYI,HGH,MU,568,320,,,,,,,,
LYINAYKN,LYI,NAY,KN,556,737,,,,,,,,
LYIPEKMU,LYI,PEK,MU,582,319,,,,,,,,
LYIPVGMU,LYI,PVG,MU,537,320,,,,,,,,
LYISHAFM,LYI,SHA,FM,507,737,,,,,,,,
LYISHAMU,LYI,SHA,MU,507,320,,,,,,,,
LYISHECA,LYI,SHE,CA,856,320,,,,,,,,
LYISHEZH,LYI,SHE,ZH,856,320,,,,,,,,
LYISZXHU,LYI,SZX,HU,1450,738,,,,,,,,
LYIWNZGS,LYI,WNZ,GS,826,E90,,,,,,,,
LYIWUHGS,LYI,WUH,GS,615,E90,,,,,,,,
LYIXIY3U,LYI,XIY,3U,885,319,320,,,,,,,
LYIYIWGS,LYI,YIW,GS,652,E90,,,,,,,,
LYPKHII6,LYP,KHI,I6,918,733,,,,,,,,
LYPKHIPK,LYP,KHI,PK,918,320,73H,737,,,,,,
LYROSLDY,LYR,OSL,DY,2013,73H,,,,,,,,
LYROSLSK,LYR,OSL,SK,2013,73H,738,73W,,,,,,
LYRTOSSK,LYR,TOS,SK,958,73H,738,,,,,,,
LYSAAEAH,LYS,AAE,AH,1016,738,,,,,,,,
LYSADBXQ,LYS,ADB,XQ,1994,738,,,,,,,,
LYSAGAU2,LYS,AGA,U2,2124,319,,,,,,,,
LYSAGPIB,LYS,AGP,IB,1285,320,,,,,,,,
LYSAGPVY,LYS,AGP,VY,1285,320,,,,,,,,
LYSAJAU2,LYS,AJA,U2,517,319,,,,,,,,
LYSAJAXK,LYS,AJA,XK,517,320,,,,,,,,
LYSALGAH,LYS,ALG,AH,1017,736,738,,,,,,,
LYSALGZI,LYS,ALG,ZI,1017,320,319,,,,,,,
LYSAMSAF,LYS,AMS,AF,732,F70,,,,,,,,
LYSATHA3,LYS,ATH,A3,1780,320,,,,,,,,
LYSATHTO,LYS,ATH,TO,1780,73H,,,,,,,,
LYSBCNU2,LYS,BCN,U2,549,319,,,,,,,,
LYSBCNVY,LYS,BCN,VY,549,320,,,,,,,,
LYSBESA5,LYS,BES,A5,780,CR7,CRK,ER4,,,,,,
LYSBESU2,LYS,BES,U2,780,319,,,,,,,,
LYSBHXBE,LYS,BHX,BE,897,E75,,,,,,,,
LYSBIAU2,LYS,BIA,U2,498,319,,,,,,,,
LYSBIAXK,LYS,BIA,XK,498,320,,,,,,,,
LYSBIQA5,LYS,BIQ,A5,580,CR7,ER4,,,,,,,
LYSBJAAH,LYS,BJA,AH,1002,738,,,,,,,,
LYSBLJAH,LYS,BLJ,AH,1114,738,,,,,,,,
LYSBLQA5,LYS,BLQ,A5,504,ER4,AT5,,,,,,,
LYSBODA5,LYS,BOD,A5,464,E90,E70,,,,,,,
LYSBODU2,LYS,BOD,U2,464,319,,,,,,,,
LYSBRUA5,LYS,BRU,A5,577,ER4,,,,,,,,
LYSBRUSN,LYS,BRU,SN,577,AR1,319,320,,,,,,
LYSBRUU2,LYS,BRU,U2,577,319,,,,,,,,
LYSBSKAH,LYS,BSK,AH,1217,738,,,,,,,,
LYSCDGAF,LYS,CDG,AF,412,320,319,318,,,,,,
LYSCDGSE,LYS,CDG,SE,412,332,,,,,,,,
LYSCFEA5,LYS,CFE,A5,148,ER4,,,,,,,,
LYSCFRA5,LYS,CFR,A5,565,CR7,,,,,,,,
LYSCMN3O,LYS,CMN,3O,1747,320,,,,,,,,
LYSCMNAT,LYS,CMN,AT,1747,738,,,,,,,,
LYSCMNU2,LYS,CMN,U2,1747,319,,,,,,,,
LYSCTAAP,LYS,CTA,AP,1236,320,,,,,,,,
LYSCTAAZ,LYS,CTA,AZ,1236,320,,,,,,,,
LYSCZLAH,LYS,CZL,AH,1059,738,,,,,,,,
LYSCZLZI,LYS,CZL,ZI,1059,320,,,,,,,,
LYSDJEBJ,LYS,DJE,BJ,1404,321,320,,,,,,,
LYSDJETU,LYS,DJE,TU,1404,736,319,,,,,,,
LYSDUBEI,LYS,DUB,EI,1181,320,,,,,,,,
LYSDUS4U,LYS,DUS,4U,631,CRJ,,,,,,,,
LYSDXBEK,LYS,DXB,EK,4988,77L,,,,,,,,
LYSEDIU2,LYS,EDI,U2,1280,319,,,,,,,,
LYSETZA5,LYS,ETZ,A5,373,ER4,AT7,CRJ,,,,,,
LYSFCOA5,LYS,FCO,A5,721,CRK,,,,,,,,
LYSFCOAZ,LYS,FCO,AZ,721,CRK,,,,,,,,
LYSFCOU2,LYS,FCO,U2,721,319,,,,,,,,
LYSFLRA5,LYS,FLR,A5,528,AT5,,,,,,,,
LYSFLRAF,LYS,FLR,AF,528,AT5,,,,,,,,
LYSFRALH,LYS,FRA,LH,545,32A,319,733,321,735,,,,
LYSGOTA5,LYS,GOT,A5,1415,ER4,,,,,,,,
LYSHERTO,LYS,HER,TO,2045,73H,,,,,,,,
LYSISTTK,LYS,IST,TK,1982,738,321,330,,,,,,
LYSLEHT7,LYS,LEH,T7,565,BEH,,,,,,,,
LYSLGWU2,LYS,LGW,U2,717,319,,,,,,,,
LYSLHRBA,LYS,LHR,BA,757,319,,,,,,,,
LYSLIGCE,LYS,LIG,CE,303,ATR,,,,,,,,
LYSLILA5,LYS,LIL,A5,558,CRJ,ER4,,,,,,,
LYSLISU2,LYS,LIS,U2,1399,319,,,,,,,,
LYSLRTT3,LYS,LRT,T3,687,J41,,,,,,,,
LYSMADU2,LYS,MAD,U2,912,319,,,,,,,,
LYSMIRBJ,LYS,MIR,BJ,1206,320,,,,,,,,
LYSMIRTO,LYS,MIR,TO,1206,73H,,,,,,,,
LYSMIRTU,LYS,MIR,TU,1206,736,32A,,,,,,,
LYSMLAAF,LYS,MLA,AF,1351,320,,,,,,,,
LYSMLAKM,LYS,MLA,KM,1351,320,319,,,,,,,
LYSMLHA5,LYS,MLH,A5,12004,AT5,,,,,,,,
LYSMPLA5,LYS,MPL,A5,255,AT5,,,,,,,,
LYSMRSA5,LYS,MRS,A5,254,AT5,CRJ,,,,,,,
LYSMXPA5,LYS,MXP,A5,284,CRJ,ER4,,,,,,,
LYSMXPAZ,LYS,MXP,AZ,284,CRJ,ER4,,,,,,,
LYSNCEAF,LYS,NCE,AF,285,320,319,,,,,,,
LYSNCEU2,LYS,NCE,U2,285,319,,,,,,,,
LYSNTEA5,LYS,NTE,A5,537,CRK,E70,ER4,,,,,,
LYSNTEU2,LYS,NTE,U2,537,319,,,,,,,,
LYSOPOTO,LYS,OPO,TO,1215,73H,,,,,,,,
LYSOPOU2,LYS,OPO,U2,1215,319,,,,,,,,
LYSORNAH,LYS,ORN,AH,1221,736,,,,,,,,
LYSORNZI,LYS,ORN,ZI,1221,320,,,,,,,,
LYSORYAF,LYS,ORY,AF,391,CRK,,,,,,,,
LYSOUDTO,LYS,OUD,TO,1352,73H,,,,,,,,
LYSPISA5,LYS,PIS,A5,380,AT5,,,,,,,,
LYSPMIVY,LYS,PMI,VY,713,320,,,,,,,,
LYSPRGA5,LYS,PRG,A5,838,E90,CRK,,,,,,,
LYSPUFA5,LYS,PUF,A5,508,AT7,ER4,CRJ,CR7,,,,,
LYSQSFAH,LYS,QSF,AH,1062,738,,,,,,,,
LYSQSFZI,LYS,QSF,ZI,1062,320,,,,,,,,
LYSRAKAT,LYS,RAK,AT,1934,738,,,,,,,,
LYSRAKTO,LYS,RAK,TO,1934,73H,,,,,,,,
LYSRAKU2,LYS,RAK,U2,1934,319,,,,,,,,
LYSRNSA5,LYS,RNS,A5,579,CRK,CR7,,,,,,,
LYSSPUOU,LYS,SPU,OU,919,DH4,,,,,,,,
LYSSTNU2,LYS,STN,U2,771,319,320,,,,,,,
LYSSVQIB,LYS,SVQ,IB,1296,320,,,,,,,,
LYSSVQTO,LYS,SVQ,TO,1296,73H,,,,,,,,
LYSSVQVY,LYS,SVQ,VY,1296,320,,,,,,,,
LYSSXBA5,LYS,SXB,A5,367,CR7,CRK,,,,,,,
LYSSXFU2,LYS,SXF,U2,961,319,,,,,,,,
LYSTLMAH,LYS,TLM,AH,1312,736,,,,,,,,
LYSTLSAF,LYS,TLS,AF,375,319,320,CRK,,,,,,
LYSTLSU2,LYS,TLS,U2,375,319,,,,,,,,
LYSTUNBJ,LYS,TUN,BJ,1076,320,,,,,,,,
LYSTUNTO,LYS,TUN,TO,1076,73H,,,,,,,,
LYSTUNTU,LYS,TUN,TU,1076,32A,320,,,,,,,
LYSVCEA5,LYS,VCE,A5,566,ER4,CRK,,,,,,,
LYSVCEU2,LYS,VCE,U2,566,319,,,,,,,,
LYSYULTS,LYS,YUL,TS,5865,310,,,,,,,,
LYSZRHLX,LYS,ZRH,LX,328,AR1,,,,,,,,
LZCMEXAM,LZC,MEX,AM,368,ATR,,,,,,,,
LZCMEXVW,LZC,MEX,VW,368,ATR,,,,,,,,
LZHCANCZ,LZH,CAN,CZ,408,320,319,,,,,,,
LZHCKGG5,LZH,CKG,G5,671,CR9,,,,,,,,
LZHCSXMU,LZH,CSX,MU,585,319,,,,,,,,
LZHCTUEU,LZH,CTU,EU,889,319,,,,,,,,
LZHKMGEU,LZH,KMG,EU,660,319,,,,,,,,
LZHPEKCA,LZH,PEK,CA,1889,738,,,,,,,,
LZHPVGMU,LZH,PVG,MU,1444,320,,,,,,,,
LZHSHAMU,LZH,SHA,MU,1408,321,,,,,,,,
LZHSYXMU,LZH,SYX,MU,657,EMB,,,,,,,,
LZHSZXEU,LZH,SZX,EU,483,319,,,,,,,,
LZHWUHMU,LZH,WUH,MU,872,EMB,,,,,,,,
LZHXMNEU,LZH,XMN,EU,886,319,,,,,,,,
LZHZUHG5,LZH,ZUH,G5,475,CR9,,,,,,,,
LZOCANCA,LZO,CAN,CA,995,737,,,,,,,,
LZOCSXMF,LZO,CSX,MF,768,737,,,,,,,,
LZOHAKGS,LZO,HAK,GS,1116,E90,,,,,,,,
LZOHGHMU,LZO,HGH,MU,1462,737,,,,,,,,
LZOKMGMU,LZO,KMG,MU,483,737,,,,,,,,
